case_number,api_result,lang_confirmed,isReliable,confidence,lang,text,id
263,1,sv,,0.01,sv,"Kommenterar Migrationsverkets bristande rutiner i SVT: Ompröva alla EA20:s fall"" via",54747c309c99ea3595c3ce0b
264,1,sv,,0.01,sv,Intervjuas av en frilansjournalist om att EU bör etablera humanitära visum,54747c319c99ea3595c3ce23
265,0,sv,,0.01,rm,: Chatta med EU-parlamentarikern på na.se!,54747c329c99ea3595c3ce31
266,0,nl,,0.01,aa,"Fantastiskt!"" Malala-feber i Oslo""",548998a49c99ea60368fa037
267,0,sv,,0.01,en,Filmar en kampanj om mänskliga rättigheter. Fighting for human rights!,548998a49c99ea60368fa03b
268,0,sv,,0.01,en,: Journalisten: Rädda kulturtidskrifterna!,54904f979c99ea76fdad45b7
269,0,sv,,0.01,da,: Nu uppdaterat m reax fr bl a,54904f989c99ea76fdad45ca
270,1,en,,0.01,en,: must read.,54351c729c99ea5ab160f136
271,1,de,,0.01,de,Gute Wahl!,5439b2689c99ea0360ca3ca0
272,0,de,,0.01,en,"Gerade ist eine spannende Veranstaltung der S&amp;D - ""IMMIGRATION - STOP THE BLOODSHED - The need for a European framework""",543fb01d9c99ea58deadb2c8
273,1,en,,0.01,en,Bill : matters,543fb01d9c99ea58deadb2cc
274,1,de,,0.01,de,"EP- Hearing: Frank Engel, EVP Luxemburg, L Gesetzgebung diskriminierend",5445b5459c99ea0918b7676a
275,0,Uncodable,NULL,NULL,NULL,:,5445b5469c99ea0918b76774
276,0,de,0,0.01,no,Spannend:,546131d09c99ea193d5e7104
277,1,de,,0.01,de,Gesetz im Senat gescheitert: stoppen -Reform via,54747c299c99ea3595c3cd8e
278,1,de,,0.01,de,": ""Meanwhile, in Orbánistan"" - Kommentar der Anderen: Gregor Mayer über",54747c2a9c99ea3595c3cd9d
279,0,de,,0.01,rn,Ungarische Montagsdemos:,54747c2a9c99ea3595c3cd9e
280,1,de,,0.01,de,auf den punkt gebracht,54747c2b9c99ea3595c3cdb5
281,1,de,,0.01,de,Leider alles wahr.,5481a61a9c99ea2f7a41d3a6
282,1,de,,0.01,de,Strache im März zur Griss Kommission: „reine Vertuschungsaktion“,5481a61b9c99ea2f7a41d3ba
283,1,de,,0.01,de,Vorbild Frankreich?,5481a61c9c99ea2f7a41d3c5
284,1,de,,0.01,de,"EU plant ""Strafflatrate""für Ungarn:",5481a61c9c99ea2f7a41d3ce
285,1,de,,0.01,de,einzelfall,5481a61e9c99ea2f7a41d3fa
286,0,Uncodable,NULL,NULL,NULL,:,5484b50b9c99ea412221970d
287,1,de,0,0.01,de,Zündler...,5484b50b9c99ea4122219710
288,0,Uncodable,,0.01,de,Pfui..,5484b50b9c99ea4122219711
289,1,en,,0.01,en,. take care,5486737d9c99ea43f11ac8e8
290,0,Uncodable,,0.01,vi,Vietnam: Blogger Nguyen Quang Lap festgenommen -,5486737e9c99ea43f11ac8f4
291,0,en,,0.01,gd,Professor Un-Sinn?,54904f929c99ea76fdad4585
292,0,Uncodable,NULL,NULL,NULL,,54904f8e9c99ea76fdad456c
293,1,sl,0,0.01,sl,Nic podobnego!,546131c69c99ea193d5e7070
294,0,Uncodable,NULL,NULL,NULL,???,546131c69c99ea193d5e707c
295,0,pl,0,0.01,en,"Wysłałem/-am 22 zdjęć na Facebook do albumu ""Polska- Move Your Imagination!""",546131c79c99ea193d5e707f
296,1,pl,,0.01,pl,Łobuzeria normalnie!,546131c79c99ea193d5e7080
297,1,pl,,0.01,pl,Już jutro o 18.30!,546131c79c99ea193d5e7088
298,1,pl,,0.01,pl,Zapraszam!,54747c209c99ea3595c3ccff
299,1,pl,,0.01,pl,Pozdrawiam!,54747c209c99ea3595c3cd01
300,1,pl,,0.01,pl,Robi się!,54747c219c99ea3595c3cd12
301,1,en,,0.01,en,thank You,54747c219c99ea3595c3cd17
302,0,Uncodable,NULL,NULL,NULL,,5481a6129c99ea2f7a41d346
303,1,pl,0,0.01,pl,i znowu pan kłamie,5481a6129c99ea2f7a41d34d
304,1,pl,,0.01,pl,chcę mogę!,5481a6129c99ea2f7a41d351
305,1,pl,,0.01,pl,będzie,5481a6139c99ea2f7a41d35b
306,0,Uncodable,NULL,NULL,NULL,,5481a6139c99ea2f7a41d364
307,1,pl,0,0.01,pl,Wspieramy Leona!,5481a6149c99ea2f7a41d370
308,0,Uncodable,NULL,NULL,NULL,,5489989c9c99ea60368f9fe2
309,0,fi,0,0.01,en,Henkilön europeanparliament kuva,54351c639c99ea5ab160f03e
310,0,fi,,0.01,lb,Junckerin komissio sai parlamentin tuen,5481a60a9c99ea2f7a41d2ce
311,0,fi,,0.01,en,Henkilön europeanparliament kuva,5481a60a9c99ea2f7a41d2d3
312,0,fi,,0.01,en,Hyvää itsenäisyyspäivää! Celebrating 97 years of independence today,5484b5049c99ea41222196d9
313,1,fi,,0.01,fi,: Suomi !,54904f849c99ea76fdad450d
314,1,fr,,0.01,fr,: L'energie pour relancer l'Europe,54351c569c99ea5ab160ef7c
315,0,fr,,0.01,en,En direct à 15h à avec,546131ab9c99ea193d5e6ee9
316,1,nl,,0.01,nl,: 'Cameron's protest naheffing hypocriet en voor de bühne'. Opinie &amp;,546131ab9c99ea193d5e6eec
317,0,pt,,0.01,en,"ALDE Eurodeputado , novo presidente do Movimento Partido da Terra . Parabéns e boa sorte !",54747c059c99ea3595c3cb74
318,1,fr,,0.01,fr,: Duel : recevra face à Henri Guaino. sera le 3e invité lundi 22h50,54747c079c99ea3595c3cb91
319,0,Uncodable,NULL,NULL,NULL,,546131a69c99ea193d5e6ea7
320,1,fi,0,0.01,fi,Pääkirjoitus,546131a69c99ea193d5e6eab
321,1,fi,,0.01,fi,Mikä on Alexander Stubbin ulkopoliittinen doktriini?,548673649c99ea43f11ac88e
322,1,en,,0.01,en,: Torino-Lione: Stopping a disastrous scheme htt…,543dc31a9c99ea7218d48e55
323,1,it,,0.01,it,"LuxLeaks fa tremare Juncker. ""Elusione fiscale in Lussemburgo per 300 aziende"" - Il Fatto Quotidiano",546131949c99ea193d5e6da3
324,0,it,,0.01,jw,: 5StelleEuropa ora a PN con,546131949c99ea193d5e6da7
325,1,it,,0.01,it,: Al Pirelli si parla di banche e con e del : h…,54904f669c99ea76fdad4420
326,0,Uncodable,NULL,NULL,NULL,,54351c2e9c99ea5ab160ed01
327,0,Uncodable,NULL,NULL,NULL,,54351c2e9c99ea5ab160ed02
328,0,Uncodable,NULL,NULL,NULL,,5439aec59c99ea0360ca3b85
329,0,Uncodable,NULL,NULL,NULL,,5445b1929c99ea0918b7662d
330,0,Uncodable,NULL,NULL,NULL,,5446f88c9c99ea1eb3eb0056
331,0,Uncodable,NULL,NULL,NULL,,54747bdc9c99ea3595c3c8d6
332,1,en,0,0.01,en,we did!,548998829c99ea60368f9ea0
333,1,en,,0.01,en,thank you!,548998829c99ea60368f9ea1
334,0,Uncodable,NULL,NULL,NULL,,54904f569c99ea76fdad436f
335,1,sv,0,0.01,sv,"Tack!

Nicke",543518959c99ea5ab160ebb8
336,1,sv,,0.01,sv,: levererar:,546119779c99ea193d5e128d
337,1,en,,0.01,en,": Homophobia unacceptable in retort MEPs , &amp;Chrysogonos to ECR MEPs",546119779c99ea193d5e1291
338,0,sv,,0.01,da,Green ISDS...nu skojar han till det igen,547464629c99ea3595c36b7c
339,0,de,,0.01,en,"Interview mit dem Mediennetzwerk ""Science I Business"": Wie schaffen wir Wachstum durch Innovation in Europa?",546131d39c99ea193d5e7131
340,0,cs,,0.01,en,"Gratulace,",543513ca9c99ea5ab160d747
341,1,en,,0.01,en,Safe haven,543513ca9c99ea5ab160d74d
342,1,cs,,0.01,cs,"Tak slysim,ze dnesni debata kandidatu na prazskeho primatora byla hutna",5435be8c9c99ea2c34501766
343,1,sl,,0.01,sl,"u Zireh,v ostariji pa na kmetiji",5435be8c9c99ea2c3450176c
344,0,Uncodable,NULL,NULL,NULL,:-),5439aaba9c99ea0360ca35dd
345,0,Uncodable,NULL,NULL,NULL,,547476fc9c99ea3595c3b2fc
346,1,cs,0,0.01,cs,: Z vystoupeni ministryne prace: musi se zastavit danovy dumping v clenskych statech + boj proti danovym rajum. …,547476fd9c99ea3595c3b30a
347,0,it,,0.01,en,: PRESIDENTE!W la componente Napoli!,543513869c99ea5ab160d338
348,1,it,,0.01,it,Le? Si ma non siano solo una conta,5448db119c99ea7dc19a6acb
349,0,Uncodable,NULL,NULL,NULL,,5461289f9c99ea193d5e5226
350,0,it,0,0.01,co,simpatica la battuta !,546128a09c99ea193d5e522f
351,1,it,,0.01,it,Cosa c'è di moderno al preferire un sugo sciapo al ragù saporito ?,546128a09c99ea193d5e5237
352,0,Uncodable,NULL,NULL,NULL,,546128a19c99ea193d5e523c
353,1,it,0,0.01,it,: L' cambia verso? Con e i al splendida iniziativa.,546128a19c99ea193d5e523d
354,1,it,,0.01,it,"Il paese reale si ribella a quello virtuale.
La ""bolla mediatica"" è travolta da un astensionismo record.",547473309c99ea3595c3ae89
355,0,Uncodable,NULL,NULL,NULL,,547473309c99ea3595c3ae8c
356,0,Uncodable,NULL,NULL,NULL,,547473309c99ea3595c3ae8e
357,1,it,0,0.01,it,Bella a appassionata discussione su e con D'Alema e,54819d269c99ea2f7a41b933
358,1,it,,0.01,it,la cattura del boss Valentino Gionta è un segnale di per chi crede nella rinascita di Torre Annunziata,54819d269c99ea2f7a41b935
359,1,it,,0.01,it,A Strasburgo in conferenza stampa con per abbattere la frontiera italiana contro le,549040589c99ea76fdad3927
360,1,it,,0.01,it,sempre loro,5461198c9c99ea193d5e13cb
361,0,Uncodable,,0.01,en,nte,5461198c9c99ea193d5e13cc
362,1,it,,0.01,it,Originale. Sei il 50esimo che lo scrive su Twitter.,5461198d9c99ea193d5e13e9
363,1,it,,0.01,it,ottimo,5461198d9c99ea193d5e13ec
364,0,it,,0.01,co,Ma lei è amica di ? Avete lo stesso (spiccato) senso dell'umorismo.,5461198e9c99ea193d5e13ef
365,1,it,,0.01,it,hai affittato il Palalottomatica?,5461198e9c99ea193d5e13f3
366,0,it,,0.01,en,Complimenti. Lei è un sincero democratico.,5461198e9c99ea193d5e13f6
367,0,Uncodable,NULL,NULL,NULL,,5461198e9c99ea193d5e13f8
368,0,Uncodable,NULL,NULL,NULL,,5461198e9c99ea193d5e13f9
369,0,Uncodable,NULL,NULL,NULL,,5461198e9c99ea193d5e13fa
370,0,Uncodable,NULL,NULL,NULL,,5461198e9c99ea193d5e13fb
371,1,it,0,0.01,it,"La in al 20%, doppiata",547464769c99ea3595c36cca
372,1,it,,0.01,it,"ci mancava il pasdaran antifascista pro Marino che dice ""a Roma è tutto ok"".",547464769c99ea3595c36cd0
373,0,Uncodable,,0.01,en,e,547464769c99ea3595c36cd5
374,1,it,,0.01,it,con scappellamento a destra,547464769c99ea3595c36cd8
375,0,it,,0.01,no,ahahahaah sei simpatico.,547464779c99ea3595c36cdb
376,0,it,,0.01,co,contestato a . Con quale faccia chi ha riempito di si presenta nelle borgate?,547464779c99ea3595c36cdf
377,1,it,,0.01,it,"Ultima follia del nostro cinema ""Stop alle armi di scena""",547464779c99ea3595c36ce3
378,0,Uncodable,NULL,NULL,NULL,,54818ee79c99ea2f7a418312
379,1,es,0,0.01,es,: Para la reforma de la adm. local de GobCan es papel mojado si no hay financia…,5434fe939c99ea522117df9b
380,0,es,,0.01,en,: : “no vamos a caer en el error de la autocomplaciencia” en la,5434fe949c99ea522117dfa5
381,0,es,,0.01,pt,: destaca la labor de los Eurodiputados del PP,5434fe949c99ea522117dfa8
382,0,es,,0.01,id,": : para . Si buscas , mira en",5434fe949c99ea522117dfa9
383,0,es,,0.01,is,: AMPLIAMOS a la flota de cerco dependiente de la ía de la |,5434fe949c99ea522117dfaf
384,1,es,,0.01,es,": . confirma que en sus políticas, promoverá una mayor competitividad en la industria y las empresas europeas …",5434fe959c99ea522117dfc8
385,1,es,,0.01,es,: . apuesta por convertir a la Unión Europea en líder de renovables ñete,5434fe969c99ea522117dfd4
386,0,es,,0.01,en,: miguel arias a punto de empezar la audiencia,5434fe969c99ea522117dfde
387,0,es,,0.01,id,: El mundo agrario pide soluciones a Gobcan en lugar de seguir mirando al Estado y a UE para que arregle problemas: …,543672d79c99ea0525b5f880
388,0,es,,0.01,en,Esta semana se decide el premio . En el defendemos la candidatura de por su labor en Ucrania,543c7adb9c99ea5d71e03d0f
389,1,es,,0.01,es,": Con un 33% de paro y un 30% canarios pobreza, la consulta petróleo es un insulto:",543c7adb9c99ea5d71e03d10
390,0,es,,0.01,en,": La Caldera de Taburiente, en La Palma, candidata a ser una d las 7 maravillas rurales",5445ac4a9c99ea0918b759d8
391,0,es,,0.01,id,: Detallan y Matilde Asián medidas para Canarias en PGE2015,5445ac4b9c99ea0918b759db
392,1,es,,0.01,es,: Margallo a Anasagasti:el Gobierno está preocupado por la prolongada y arbitraria detención de opositores y manifestantes en …,546128099c99ea193d5e4a3c
393,1,es,,0.01,es,": El Ministro y Presidente del ,José Manuel Soria, clasura el en Adeje.",5474728f9c99ea3595c3a453
394,0,es,,0.01,pt,: I Semana de ía Canaria en del 24 al 30 Nov.,5474728f9c99ea3595c3a455
395,1,es,,0.01,es,: El futuro de : la ón impulsará la y el ...,547472909c99ea3595c3a470
396,0,es,,0.01,en,Una gran noticia que el Tribunal Europeo Justicia refuerce las perrogativas del para legislar en materia pesquera,54819c999c99ea2f7a41b0c9
397,1,es,,0.01,es,Abrimos tercera jornada de pleno. presenta plan de inversiones y entregamos ájarov a ginecólogo congoleño,54819c999c99ea2f7a41b0d3
398,0,es,,0.01,en,": Emily O’Reilly, reelegida Europeo",5490400c9c99ea76fdad35e9
399,0,Uncodable,NULL,NULL,NULL,,544a28849c99ea1b79300f1c
400,0,Uncodable,NULL,NULL,NULL,,544a28849c99ea1b79300f1d
401,0,Uncodable,NULL,NULL,NULL,,54612c909c99ea193d5e583e
402,1,de,0,0.01,de,Marcus Pretzell (AfD) zur Lage der Stahlindustrie…:,5481a0f59c99ea2f7a41bda0
403,0,de,,0.01,tlh,Marcus Pretzell MEP (AfD):,5481a0f59c99ea2f7a41bda2
404,1,de,,0.01,de,Marcus Pretzell (AfD) zum digitalen Binnenmarkt:,5481a0f59c99ea2f7a41bda3
405,0,Uncodable,NULL,NULL,NULL,,5433c8d09c99ea50efc1d8bf
406,0,it,0,0.01,en,Interventi al Commissario designato Corina Cretu,5433c8d19c99ea50efc1d8d2
407,1,it,,0.01,it,"La Commissione Juncker e dei NON tecnici: Ministri,Vice Primi ministri, ex Commissari, MEP..",5433c8d19c99ea50efc1d8d5
408,1,it,,0.01,it,": Socialisti, che parlano di stop austerità e di crescita, sostengono",5435b2739c99ea2c3450097d
409,0,Uncodable,NULL,NULL,NULL,,543950b59c99ea58444a2be4
410,1,it,0,0.01,it,Eccoci arrivati,543950b59c99ea58444a2be5
411,0,it,,0.01,ia,Ancora qui!!!!! Instancabili!!!!,5439a24d9c99ea0360ca2d82
412,0,Uncodable,NULL,NULL,NULL,,5439a24d9c99ea0360ca2d83
413,0,Uncodable,NULL,NULL,NULL,,5439a24d9c99ea0360ca2d84
414,1,it,0,0.01,it,Buonanotte!!!,543ac4f19c99ea1d6dee15d8
415,1,it,,0.01,it,Buonanotte,543ac4f19c99ea1d6dee15d9
416,1,en,,0.01,en,Torino-Lione: Stopping a disastrous scheme,543db29f9c99ea7218d47dba
417,1,en,,0.01,en,TAVTorino-Lione:Stopping a disastrous scheme,543db29f9c99ea7218d47dbb
418,0,it,,0.01,en,: Vendereste la salute x un piatto di lenticchie?,543f9fdc9c99ea58dead9c21
419,0,Uncodable,,0.01,en,in,5447895a9c99ea6d4c2521bd
420,1,it,,0.01,it,grazie,5448d2d09c99ea7dc19a6266
421,1,it,,0.01,it,Cittadini manifestano(e prendono manganellate)da Bxl a Napoli..e se la ride(alle cene di partito),546118a69c99ea193d5e0725
422,1,it,,0.01,it,: Assemblea con delegazione dentro,546118a79c99ea193d5e0736
423,0,it,,0.01,en,": ""Boot Camp"" un nuovo bando per fare impresa a",546118a79c99ea193d5e073f
424,0,Uncodable,,0.01,en,: 24/10. Foto &gt; …,546118a89c99ea193d5e0745
425,0,Uncodable,,0.01,en,al ...,547463a49c99ea3595c35f30
426,1,it,,0.01,it,Il al,547463a49c99ea3595c35f31
427,1,it,,0.01,it,": , sempre dalla parte dei c.d. ""sovversivi"", …",547463a49c99ea3595c35f36
428,0,it,,0.01,en,Plenaria a Bruxelles: senza camion e casse di documenti in giro per l'Europa!,547463a59c99ea3595c35f4c
429,1,it,,0.01,it,A domani con da per parlare di ed,547463a59c99ea3595c35f51
430,1,it,,0.01,it,Interessante analisi dello scandalo e della concorrenza fiscale in del Prof Defraigne,54818e239c99ea2f7a417784
431,1,it,,0.01,it,": , resta 1 giorno solo, 24H x fermare il DL del Governo. Si approvi il DDL del !",54818e249c99ea2f7a417789
432,0,it,,0.01,en,: necessario! parte è illegittimo …,5484a0999c99ea4122217fea
433,0,it,,0.01,en,": Charlemagne Youth Prize, partita presentazione candidature -",548984099c99ea60368f80eb
434,0,it,,0.01,gl,!!! Non credo ci sia un meetup a Mosca!!! :(,549033139c99ea76fdad1927
435,0,Uncodable,NULL,NULL,NULL,,549033149c99ea76fdad192b
436,0,Uncodable,NULL,NULL,NULL,,54746e9c9c99ea3595c39dab
437,1,el,0,10.24,el,O Γιώργος Κύρτσος στο Evening Report,548198aa9c99ea2f7a41aabc
438,0,en,,10.24,el,"I posted 12 photos on Facebook in the album ""Διανομή Free Sunday σε Μοναστηράκι, Θησείο (14/12/'14)""",54903c509c99ea76fdad338c
439,0,en,,0.01,de,: campaigning!,5433cf569c99ea55994a9bad
440,1,en,,0.01,en,: 2014 Conference announced,5433cf579c99ea55994a9bbd
441,1,en,,0.01,en,Support with,5437a7c39c99ea11b5e26e95
442,0,en,,0.01,cy,EU Budget Hypocrisy slammed,5461193f9c99ea193d5e0f5c
443,0,Uncodable,NULL,NULL,NULL,:,546119419c99ea193d5e0f7c
444,0,Uncodable,NULL,NULL,NULL,: …,546119419c99ea193d5e0f7d
445,0,en,0,0.01,xh,: Get a Free T-Shirt!,5474642b9c99ea3595c367db
446,1,en,,0.01,en,": YouGov/Sun poll CON 32%, LAB 35%, LDEM 7%, UKIP 15%, GRNS 6%",5474642e9c99ea3595c3681a
447,0,Uncodable,NULL,NULL,NULL,: …,54818ea19c99ea2f7a417ec8
448,0,Uncodable,NULL,NULL,NULL,:,549033559c99ea76fdad1c4f
449,0,Uncodable,NULL,NULL,NULL,:,549033559c99ea76fdad1c50
450,1,en,0,0.01,en,Never!,54459f059c99ea0918b748a2
451,1,en,,11.85,en,": holding up UK &amp; flag,support you too Kurds war against دعم الكُرد من #برطانية",54818f0d9c99ea2f7a418529
452,0,en,,6.54,ar,: CNN team gets first-hand look inside city of Kobaniلآول مرة فريق صحفي داخل #كوباني مباشر اليوم المعارك وجثث #داعش,54818f0d9c99ea2f7a41852b
453,1,en,,0.01,en,Indeed !,54818f0f9c99ea2f7a418559
454,0,Uncodable,NULL,NULL,NULL,,5439aeb69c99ea0360ca3ade
455,0,Uncodable,0,0.01,fy,: profil,543dc3099c99ea7218d48dc2
456,1,el,,10.24,el,Δρ. Ελενη Θεοχαρους στο 95:30 EC Audiovisual Service - Video via,544852339c99ea3ee09970f7
457,1,en,,14.55,en,Plenary session Situation in Kobane and the threat of IS...22.10.2014 Δρ Ελενη Θεοχαρους,544852339c99ea3ee09970f8
458,0,Uncodable,NULL,NULL,NULL,,5481a5919c99ea2f7a41ccd0
459,0,Uncodable,NULL,NULL,NULL,,549048339c99ea76fdad4280
460,1,en,0,0.01,en,test,5481a1969c99ea2f7a41c6e0
461,0,Uncodable,,0.01,en,Inaccesibila...,543513d59c99ea5ab160d7f9
462,1,nl,,0.01,nl,a fist un comisar ok,5435be8f9c99ea2c3450179a
463,0,Uncodable,,0.01,da,nu,54405fd69c99ea2c7be44532
464,1,ro,,0.01,ro,Cultură urbană:,5445ace69c99ea0918b75eaf
465,0,ro,,0.01,en,Reacția mea la decizia de excludere din :,54612c8d9c99ea193d5e5811
466,1,ro,,0.01,ro,Arhitectură birocratică la PE:,54612c8e9c99ea193d5e5816
467,0,ro,,0.01,en,"Profesorul Gabriel Mursa mi-a trimis traducerea trilogiei hayekiene Law, legislation and liberty, pe care a...",547477059c99ea3595c3b38f
468,0,Uncodable,NULL,NULL,NULL,,5490407f9c99ea76fdad3b07
469,0,it,0,0.01,ro,Garderobă...,5490407f9c99ea76fdad3b09
470,0,Uncodable,NULL,NULL,NULL,,549040809c99ea76fdad3b11
471,1,nl,0,0.01,nl,Die Welt versinkt in Schulden.,54351c589c99ea5ab160ef9b
472,1,de,,0.01,de,das war 2012!!!,543dc3279c99ea7218d48ea2
473,1,de,,0.01,de,Terrorismus: Salafist trotz Fußfessel nach Syrien gereist,543dc3279c99ea7218d48ea6
474,0,de,,0.01,en,EU-Studie: 140 Milliarden Euro Energiesubventionen,543dc3279c99ea7218d48ea9
475,0,de,,0.01,en,Zuwanderung: EU-Operation gegen illegale Migration,543fb0159c99ea58deadb275
476,0,de,,0.01,en,Krise 2.0 in Europa: Alarmstufe: Rot,5446f8a09c99ea1eb3eb00fa
477,0,Uncodable,NULL,NULL,NULL,,54479ceb9c99ea6d4c253481
478,0,de,0,0.01,no,danke,54479ceb9c99ea6d4c253484
479,1,fr,,0.01,fr,: Conférence de presse,5448524e9c99ea3ee09971c8
480,1,de,,0.01,de,Frankreichs böse Clowns: In Horrormasken Passanten jagen,546131b19c99ea193d5e6f38
481,0,de,,0.01,en,: Bist Du deppert:,546131b29c99ea193d5e6f4e
482,1,de,,0.01,de,"Portugal, Spanien, Griechenland, Italien: Die korrupte Elite des Club Méd",54747c0c9c99ea3595c3cba2
483,0,de,,0.01,en,Wachstumsprogramm: EU-Politiker kritisieren Junckers Investitions-Offensive,54747c0c9c99ea3595c3cba9
484,0,de,,0.01,en,Demonstration in Frankfurt: Kapitalismuskritiker stürmen EZB-Gelände,54747c0c9c99ea3595c3cbaa
485,1,de,,0.01,de,Munteres Postenkarussell: Ex-EU-Kommissarin Viviane Reding übernimmt Posten in Bergbaufirma,54747c0f9c99ea3595c3cbe4
486,0,de,,0.01,da,EU will gläserne Bankkonzerne,54747c0f9c99ea3595c3cbeb
487,1,de,,0.01,de,"Humboldt-Universität: Mobbing, trotzkistisch",5481a5f69c99ea2f7a41d19f
488,0,nl,,0.01,en,"""Das war's"": Putin stoppt Gaspipeline Southstream",5481a5f69c99ea2f7a41d1a1
489,0,nl,,0.01,en,EU-Milliarden-Programm: Gabriel kritisiert Junckers Investitionsplan,5481a5f79c99ea2f7a41d1a6
490,0,de,,0.01,so,CDU-Vize Klöckner fordert Burka-Verbot,5481a5f79c99ea2f7a41d1a7
491,1,de,,0.01,de,dagegen,5481a5f79c99ea2f7a41d1a9
492,1,fr,,0.01,fr,: Marine Le Pen rempile à la tête du FN,5481a5f79c99ea2f7a41d1b1
493,0,es,,0.01,ie,: . Vive l',5481a5f89c99ea2f7a41d1b8
494,1,de,,0.01,de,07.00. Flug nach Lyon. Parteitag des Front National,5481a5f89c99ea2f7a41d1c0
495,1,de,,0.01,de,besten Dank,5481a5f89c99ea2f7a41d1c5
496,1,de,,0.01,de,oder hier,5481a5f89c99ea2f7a41d1c8
497,0,de,,0.01,lb,Junckers Trickkiste soll 315 Milliarden Euro mobilisieren,5481a5f99c99ea2f7a41d1d2
498,1,de,,0.01,de,Kommentar zu Junckers Investitionsplänen: Riskantes Rund-um-sorglos-Paket,5481a5f99c99ea2f7a41d1d9
499,0,de,,0.01,na,Kommentar zu CIA-Folter: Amerikas Schande,548998969c99ea60368f9f8a
500,1,de,,0.01,de,Obermayr: Ukraine bleibt Fass ohne Boden,54904f7c9c99ea76fdad44b8
501,0,Uncodable,,0.01,en,: Sydney.,54904f7d9c99ea76fdad44ce
502,0,en,,0.01,la,: Populus online poll LAB 38% CON 33% UKIP 13% LDEM 8% GRNS 3%,54351c4a9c99ea5ab160eeaa
503,1,en,,0.01,en,EU funded!,54351c4a9c99ea5ab160eeab
504,0,Uncodable,,0.01,en,: . open . &amp;,54351c4a9c99ea5ab160eeb7
505,0,Uncodable,NULL,NULL,NULL,: …,5439aed49c99ea0360ca3bfa
506,0,Uncodable,NULL,NULL,NULL,: …,5445b52c9c99ea0918b766ae
507,0,Uncodable,NULL,NULL,NULL,: …,546131a29c99ea193d5e6e62
508,0,Uncodable,NULL,NULL,NULL,: …,546131a49c99ea193d5e6e7a
509,0,Uncodable,NULL,NULL,NULL,: …,546131a49c99ea193d5e6e7b
510,1,en,0,0.01,en,: BELGIUM v WALES | Wales Starting XI,54747bff9c99ea3595c3cb15
511,1,en,,0.01,en,Wales 17-6,54747c009c99ea3595c3cb18
512,0,en,,0.01,la,: Populus online poll LAB 35% CON 33% LDEM 9% UKIP 13%,54747c009c99ea3595c3cb1c
513,0,Uncodable,NULL,NULL,NULL,: …,54747c009c99ea3595c3cb1d
514,1,en,0,0.01,en,": “: NOP (YouGov)
LAB - 35% (+1)
CON - 32% (-1)
UKIP - 15% (-)
LDEM - 7% (-)
GRN - 6% (-)”
Labour lead ove…",54747c009c99ea3595c3cb29
515,0,Uncodable,NULL,NULL,NULL,: …,5481a5ea9c99ea2f7a41d10d
516,0,Uncodable,NULL,NULL,NULL,: …,5484b4fa9c99ea41222196a0
517,1,en,0,0.01,en,: LIVE : talk special rep intgrtng w &amp; @…,548673639c99ea43f11ac884
518,1,nl,,4.66,nl,"VdLanotte is ""all over the place"" om Zweedse coalitie les te lezen over energie. Probleempje: hij is wel man die tekende vr huidige janboel.",54351c469c99ea5ab160ee89
519,0,nl,,0.01,en,Morgen om 9u afspraak met vr overdracht 12. Daarna 1ste EU-top in Luxemburg $ ecofin start,543c827f9c99ea5d71e042fc
