right_left,twitter_handle,born,total_screen_name_replies,GDP_per_capita_PPS_2013,total_retweets,WEF_Global_IT_score_2014,Press_freedom_2014,twitter_birthday,total_status_id_replies,native_lang,european_party,days_served,Median_age_2014,nationality,share_2009-share_2014,total_tweets,name,gender,Electoral_system,internal_cohesion_score_2009-2014,total_favorites
1,,1959-04-01 00:00:00,0,73,0,3.95,31.33,,0,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.5,Greece,-9.52,0,Miltiadis KYRKOS,male,1,8.5,0
1,,1949-12-24 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Alliance of Liberals and Democrats for Europe,0,39.8,Romania,-0.09,0,Mircea DIACONU,male,0,11.5,0
0,,1951-06-29 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Mireille D'ORNANO,female,0,,0
1,Miriamdalli,1976-05-19 00:00:00,24,86,231,4.96,23.84,2009-07-09,2,mt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,Malta,10,376,Miriam DALLI,female,1,8.5,209
0,miromikolasik,1952-09-11 00:00:00,0,75,0,4.12,11.39,2012-12-30,0,sk,Group of the European People's Party (Christian Democrats),3633,39.2,Slovakia,0,5,Miroslav MIKOLÁŠIK,male,1,7.5,1
1,MiroslavPoche,1978-06-03 00:00:00,18,82,18,4.49,10.07,2014-03-11,14,cs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,Czech Republic,12.77,121,Miroslav POCHE,male,1,8.5,223
0,,1966-01-09 00:00:00,0,67,0,4.24,11.03,,0,pl,European Conservatives and Reformists Group,3633,39.5,Poland,-3.33,0,Mirosław PIOTROWSKI,male,1,13.5,0
1,MollyScottCato,1963-05-21 00:00:00,10,109,58,5.54,19.93,2013-07-18,10,en,Group of the Greens/European Free Alliance,0,40.4,United Kingdom,-1.33,73,Molly SCOTT CATO,female,0,5.5,5
1,,1986-05-13 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,42.6,Bulgaria,0,0,Momchil NEKOV,male,1,8.5,0
0,MonicaMacovei1,1959-02-04 00:00:00,2,55,4,3.95,23.48,2012-09-30,1,ro,Group of the European People's Party (Christian Democrats),1813,39.8,Romania,14.68,186,Monica Luisa MACOVEI,female,0,7.5,226
1,MonikaFlaBenova,1968-08-15 00:00:00,0,75,0,4.12,11.39,2013-04-18,0,sk,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3713,39.2,Slovakia,7.69,203,Monika FLAŠÍKOVÁ BEŇOVÁ,female,1,8.5,7
0,,1962-07-02 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,2.87,0,Monika HOHLMEIER,female,0,7.5,0
1,SmolkovaMonika,1956-10-06 00:00:00,0,75,0,4.12,11.39,2014-02-10,0,sk,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,39.2,Slovakia,7.69,25,Monika SMOLKOVÁ,female,1,8.5,0
1,MonikaVana,1969-09-14 00:00:00,14,128,46,5.26,10.01,2014-07-09,13,de,Group of the Greens/European Free Alliance,0,44.3,Austria,-4.9,130,Monika VANA,female,1,5.5,103
1,mortenhelveg,1966-09-14 00:00:00,30,124,57,5.5,7.43,2009-03-23,21,da,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Denmark,-7.69,183,Morten Helveg PETERSEN,male,1,11.5,315
0,MrMesserschmidt,1980-11-13 00:00:00,99,124,48,5.5,7.43,2012-02-29,95,da,European Conservatives and Reformists Group,1813,41.6,Denmark,-15.38,254,Morten MESSERSCHMIDT,male,1,13.5,542
0,MyleneTroszczyn,1972-05-16 00:00:00,0,107,6,5.09,21.89,2011-06-29,0,fr,Non-attached Members,0,40.9,France,-24.21,38,Mylène TROSZCZYNSKI,female,0,,24
0,nadine__morano,1963-11-06 00:00:00,38,107,278,5.09,21.89,2011-11-16,34,fr,Group of the European People's Party (Christian Democrats),0,40.9,France,9.08,580,Nadine MORANO,female,0,7.5,3735
1,Nat_GRIESBECK,1956-05-24 00:00:00,8,107,151,5.09,21.89,2009-03-18,8,fr,Group of the Alliance of Liberals and Democrats for Europe,3633,40.9,France,-1.13,264,Nathalie GRIESBECK,female,0,11.5,117
0,NathanGillMEP,1973-07-06 00:00:00,113,109,1199,5.54,19.93,2013-08-13,100,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,1463,Nathan GILL,male,0,51.5,760
1,,1972-07-16 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the Alliance of Liberals and Democrats for Europe,155,42.6,Bulgaria,-5.88,0,Nedzhmi ALI,male,1,11.5,0
1,MEPNeenaGill,1956-12-24 00:00:00,0,109,0,5.54,19.93,2009-01-19,0,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3646,40.4,United Kingdom,-9.34,0,Neena GILL,female,0,8.5,0
1,sylikiotis,1959-01-04 00:00:00,0,89,1,4.6,14.45,2014-05-06,0,el,Confederal Group of the European United Left - Nordic Green Left,0,35.7,Cyprus,0,46,Neoklis SYLIKIOTIS,male,1,20.5,5
1,NChildersMEP,1956-10-09 00:00:00,300,130,249,5.07,10.87,2011-01-18,269,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,35.7,Ireland,-0.76,999,Nessa CHILDERS,female,2,8.5,1140
1,NicolaCaputo,1966-03-04 00:00:00,9,99,11,4.18,23.75,2009-10-17,2,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,150,Nicola CAPUTO,male,1,8.5,234
1,DantiNicola,1966-09-06 00:00:00,12,99,69,4.18,23.75,2012-09-17,3,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,195,Nicola DANTI,male,1,8.5,370
0,nicolasbayfn,1977-12-21 00:00:00,9,107,87,5.09,21.89,2014-04-14,9,fr,Non-attached Members,0,40.9,France,-24.21,553,Nicolas BAY,male,0,,5395
0,Nigel_Farage,1964-04-03 00:00:00,7,109,45,5.54,19.93,2009-01-15,7,en,Europe of freedom and direct democracy Group,5460,40.4,United Kingdom,-14.82,403,Nigel FARAGE,male,0,51.5,49736
0,nikolaibarekov,1972-10-16 00:00:00,5,45,4,3.96,31.42,2009-12-27,4,bg,European Conservatives and Reformists Group,0,42.6,Bulgaria,-5.88,19,Nikolay BAREKOV,male,1,13.5,10
1,androulakisnick,1979-02-07 00:00:00,1,73,18,3.95,31.33,2012-05-15,0,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.5,Greece,26.84,70,Nikos ANDROULAKIS,male,1,8.5,72
1,NilsTorvalds,1945-08-07 00:00:00,1,113,0,6.04,6.4,2009-03-18,1,fi,Group of the Alliance of Liberals and Democrats for Europe,726,43.2,Finland,0,2,Nils TORVALDS,male,1,11.5,0
0,NirjDeva,1948-05-11 00:00:00,0,109,4,5.54,19.93,2012-07-25,0,en,European Conservatives and Reformists Group,5460,40.4,United Kingdom,8.69,7,Nirj DEVA,male,0,13.5,72
0,,1972-10-25 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),0,41.1,Hungary,2.16,0,Norbert ERDŐS,male,0,7.5,0
0,,1977-12-22 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),0,46.1,Germany,4.14,0,Norbert LINS,male,0,7.5,0
1,,1949-03-22 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,0,Norbert NEUSER,male,0,8.5,0
1,Norica_Nicolai,1958-01-27 00:00:00,0,55,0,3.95,23.48,2014-03-27,0,ro,Group of the Alliance of Liberals and Democrats for Europe,1813,39.8,Romania,-3.6,0,Norica NICOLAI,female,0,11.5,0
0,Notis_Marias,1957-04-05 00:00:00,0,73,0,3.95,31.33,2013-03-27,0,el,European Conservatives and Reformists Group,0,43.5,Greece,-4.76,390,Notis MARIAS,male,1,13.5,167
0,,1966-03-18 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the European People's Party (Christian Democrats),1813,41.1,Portugal,4.33,0,Nuno MELO,male,0,7.5,0
0,OlafStuger,1969-05-03 00:00:00,1,131,6,5.79,6.46,2013-04-23,1,nl,Non-attached Members,0,42.1,Netherlands,0.62,10,Olaf STUGER,male,1,,2
1,OleEU,1955-05-07 00:00:00,23,124,11,5.5,7.43,2013-12-05,23,da,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,41.6,Denmark,7.69,55,Ole CHRISTENSEN,male,1,8.5,44
1,OlgaSehnalova,1968-10-25 00:00:00,3,82,45,4.49,10.07,2011-05-10,3,cs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,40.9,Czech Republic,12.77,104,Olga SEHNALOVÁ,female,1,8.5,34
1,olleludvigsson,1948-10-28 00:00:00,3,127,2,5.93,8.98,2009-02-26,3,sv,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.2,Sweden,2.78,150,Olle LUDVIGSSON,male,1,8.5,134
1,ollirehn,1962-03-31 00:00:00,51,113,126,6.04,6.4,2014-03-13,49,fi,Group of the Alliance of Liberals and Democrats for Europe,679,43.2,Finland,0,271,Olli REHN,male,1,11.5,442
0,othmar_karas,1957-12-24 00:00:00,25,128,83,5.26,10.01,2010-03-05,21,de,Group of the European People's Party (Christian Democrats),5460,44.3,Austria,7.52,218,Othmar KARAS,male,1,7.5,253
1,kokokansanpaavo,1946-09-02 00:00:00,1,113,0,6.04,6.4,2011-10-26,0,fi,Group of the Alliance of Liberals and Democrats for Europe,4490,43.2,Finland,0,43,Paavo VÄYRYNEN,male,1,11.5,39
1,pnique,1978-08-28 00:00:00,54,94,266,4.69,20.63,2009-03-20,53,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-9.26,777,Pablo ECHENIQUE,male,0,20.5,26626
1,Pablo_Iglesias_,1978-10-17 00:00:00,30,94,259,4.69,20.63,2010-06-22,29,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-9.26,758,Pablo IGLESIAS,male,0,20.5,159992
0,PabloZalba,1975-01-28 00:00:00,62,94,367,4.69,20.63,2009-03-16,49,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,691,Pablo ZALBA BIDEGAIN,male,0,7.5,670
0,csakypal,1956-03-21 00:00:00,0,75,0,4.12,11.39,2014-01-09,0,hu,Group of the European People's Party (Christian Democrats),0,39.2,Slovakia,7.69,0,Pál CSÁKY,male,1,7.5,0
1,palomalopezB,1962-02-20 00:00:00,23,94,156,4.69,20.63,2013-06-08,21,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-5.41,244,Paloma LÓPEZ,female,0,20.5,458
1,paolodecastro,1958-02-02 00:00:00,10,99,109,4.18,23.75,2007-10-04,9,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.5,Italy,-13.3,289,Paolo DE CASTRO,male,1,8.5,243
0,,1974-09-25 00:00:00,0,119,0,5.06,12.8,,0,nl,Group of the European People's Party (Christian Democrats),0,43.1,Belgium,-0.22,0,Pascal ARIMONT,male,1,7.5,0
1,DurandEELV,1960-10-03 00:00:00,63,107,159,5.09,21.89,2011-11-04,59,fr,Group of the Greens/European Free Alliance,0,40.9,France,11.34,360,Pascal DURAND,male,0,5.5,504
0,PatricijaSulin,1965-11-25 00:00:00,7,82,53,4.6,20.38,2011-10-15,5,sl,Group of the European People's Party (Christian Democrats),0,43.5,Slovenia,-8.93,133,Patricija ŠULIN,female,1,7.5,289
1,PatrickLeHyaric,1957-02-04 00:00:00,2,107,5,5.09,21.89,2009-09-28,2,fr,Confederal Group of the European United Left - Nordic Green Left,1813,40.9,France,1.5,281,Patrick LE HYARIC,male,0,20.5,215
0,oflynnmep,1965-08-29 00:00:00,468,109,603,5.54,19.93,2010-06-21,455,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,1392,Patrick O'FLYNN,male,0,51.5,7383
1,toiapatrizia,1950-03-17 00:00:00,10,99,99,4.18,23.75,2009-11-01,3,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,44.5,Italy,-13.3,421,Patrizia TOIA,female,1,8.5,150
1,PaulBrannenNE,1962-09-13 00:00:00,36,109,166,5.54,19.93,2013-04-23,36,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,468,Paul BRANNEN,male,0,8.5,236
0,PaulNuttallUKIP,1976-11-30 00:00:00,18,109,698,5.54,19.93,2010-10-28,18,en,Europe of freedom and direct democracy Group,1813,40.4,United Kingdom,-14.82,956,Paul NUTTALL,male,0,51.5,3833
0,PaulRuebig,1953-05-06 00:00:00,46,128,266,5.26,10.01,2011-05-27,41,de,Group of the European People's Party (Christian Democrats),6732,44.3,Austria,7.52,385,Paul RÜBIG,male,1,7.5,68
1,paultang,1967-04-23 00:00:00,105,131,120,5.79,6.46,2009-03-08,102,nl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,42.1,Netherlands,0.46,347,Paul TANG,male,1,8.5,51
0,libertarofuturo,1968-02-18 00:00:00,0,79,0,4.73,17.73,2010-02-19,0,pt,Group of the European People's Party (Christian Democrats),1813,41.1,Portugal,7.79,0,Paulo RANGEL,male,0,7.5,0
1,pavelpoc,1964-05-26 00:00:00,3,82,38,4.49,10.07,2011-01-26,0,cs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,40.9,Czech Republic,12.77,127,Pavel POC,male,1,8.5,52
0,1PavelSvoboda,1962-04-09 00:00:00,24,82,128,4.49,10.07,2014-06-13,20,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-5.19,215,Pavel SVOBODA,male,1,7.5,531
1,Telicka,1965-08-24 00:00:00,284,82,178,4.49,10.07,2014-02-01,275,cs,Group of the Alliance of Liberals and Democrats for Europe,0,40.9,Czech Republic,-4.76,815,Pavel TELIČKA,male,1,11.5,931
1,,1962-08-15 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Portugal,-6.28,0,Pedro SILVA PEREIRA,male,0,8.5,0
1,PervencheBeres,1957-03-10 00:00:00,10,107,63,5.09,21.89,2010-12-26,7,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,7287,40.9,France,3.23,161,Pervenche BERÈS,female,0,8.5,180
1,,1958-08-03 00:00:00,0,127,0,5.93,8.98,,0,sv,Group of the Greens/European Free Alliance,0,41.2,Sweden,-8.89,0,Peter ERIKSSON,male,1,5.5,0
0,,1959-04-24 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,4.14,0,Peter JAHR,male,0,7.5,0
0,peterliese,1965-05-20 00:00:00,1,122,4,5.5,10.23,2009-05-26,0,de,Group of the European People's Party (Christian Democrats),7287,46.1,Germany,4.14,30,Peter LIESE,male,0,7.5,85
0,,1963-02-02 00:00:00,0,127,0,5.93,8.98,,0,sv,Europe of freedom and direct democracy Group,0,41.2,Sweden,-10,0,Peter LUNDGREN,male,1,51.5,0
1,Niedemueller,1952-09-03 00:00:00,0,66,1,4.32,26.73,2008-12-18,0,hu,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Hungary,-9.52,35,Péter NIEDERMÜLLER,male,0,8.5,2
1,PeterSimonMEP,1967-04-04 00:00:00,1,122,0,5.5,10.23,2011-05-04,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,7,Peter SIMON,male,0,8.5,3
0,petervdalen,1958-09-03 00:00:00,45,131,91,5.79,6.46,2010-10-04,38,nl,European Conservatives and Reformists Group,1813,42.1,Netherlands,0.15,288,Peter van DALEN,male,1,13.5,86
1,JezekCZ,1965-03-28 00:00:00,82,82,478,4.49,10.07,2014-03-23,65,cs,Group of the Alliance of Liberals and Democrats for Europe,0,40.9,Czech Republic,-4.76,738,Petr JEŽEK,male,1,11.5,185
0,MachCZ,1975-05-06 00:00:00,0,82,0,4.49,10.07,2014-05-20,0,cs,Europe of freedom and direct democracy Group,0,40.9,Czech Republic,-4.76,0,Petr MACH,male,1,51.5,0
1,,1966-06-01 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,0,Petra KAMMEREVERT,female,0,8.5,0
1,petras_petras,1963-05-16 00:00:00,0,73,1,4.78,19.2,2013-03-29,0,lt,Group of the Alliance of Liberals and Democrats for Europe,0,41.2,Lithuania,-9.85,1,Petras AUŠTREVIČIUS,male,1,11.5,0
0,petrisarvamaa,1960-09-15 00:00:00,49,113,68,6.04,6.4,2009-04-14,32,fi,Group of the European People's Party (Christian Democrats),852,43.2,Finland,0,345,Petri SARVAMAA,male,1,7.5,402
0,,1951-08-09 00:00:00,0,109,0,5.54,19.93,,0,en,European Conservatives and Reformists Group,5460,40.4,United Kingdom,8.69,0,Philip BRADBOURN,male,0,13.5,0
1,debackerphil,1978-12-04 00:00:00,7,119,69,5.06,12.8,2009-06-02,7,nl,Group of the Alliance of Liberals and Democrats for Europe,1028,43.1,Belgium,-0.65,130,Philippe DE BACKER,male,1,11.5,115
0,philippejuvin,1964-02-01 00:00:00,22,107,25,5.09,21.89,2008-01-06,20,fr,Group of the European People's Party (Christian Democrats),1813,40.9,France,9.08,126,Philippe JUVIN,male,0,7.5,165
1,ph_lamberts,1963-03-14 00:00:00,21,119,7,5.06,12.8,2010-07-12,7,fr,Group of the Greens/European Free Alliance,1813,43.1,Belgium,4.33,85,Philippe LAMBERTS,male,1,5.5,139
0,,1957-11-24 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Philippe LOISEAU,male,0,,0
1,AntonioPanzeri,1955-06-06 00:00:00,7,99,10,4.18,23.75,2011-09-10,3,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,44.5,Italy,-13.3,36,Pier Antonio PANZERI,male,1,8.5,6
0,PiernicolaM5S,1969-05-22 00:00:00,0,99,0,4.18,23.75,2013-11-11,0,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,0,Piernicola PEDICINI,male,1,51.5,0
0,,1942-06-16 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),5460,41.6,Spain,16.37,0,Pilar AYUSO,female,0,7.5,0
0,delcastillop,1952-07-31 00:00:00,0,94,35,4.69,20.63,2009-06-29,0,es,Group of the European People's Party (Christian Democrats),3633,41.6,Spain,16.37,49,Pilar del CASTILLO VERA,female,0,7.5,21
1,pinapic,1981-05-10 00:00:00,36,99,261,4.18,23.75,2011-07-21,36,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,414,Pina PICIERNO,female,1,8.5,1131
0,datirachida,1965-11-27 00:00:00,4,107,33,5.09,21.89,2011-03-26,4,fr,Group of the European People's Party (Christian Democrats),1813,40.9,France,9.08,146,Rachida DATI,female,0,7.5,1794
0,RaffaeleFitto,1969-08-28 00:00:00,161,99,1655,4.18,23.75,2013-10-06,141,it,Group of the European People's Party (Christian Democrats),336,44.5,Italy,22.47,1970,Raffaele FITTO,male,1,7.5,1035
0,,1957-02-19 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),6108,46.1,Germany,4.14,0,Rainer WIELAND,male,0,7.5,0
1,,1948-09-01 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,463,41.6,Spain,10.37,0,Ramón JÁUREGUI ATONDO,male,0,8.5,0
0,,1954-11-16 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),0,41.6,Spain,16.37,0,Ramón Luis VALCÁRCEL,male,0,7.5,0
1,ramontremosa,1965-06-30 00:00:00,37,94,614,4.69,20.63,2010-01-14,35,es,Group of the Alliance of Liberals and Democrats for Europe,1813,41.6,Spain,0.15,1131,Ramon TREMOSA i BALCELLS,male,0,11.5,14685
0,,1972-12-06 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the European People's Party (Christian Democrats),2085,39.8,Romania,-3.6,0,Ramona Nicole MĂNESCU,female,0,7.5,0
0,raymondfinch,1963-06-02 00:00:00,0,109,0,5.54,19.93,2009-02-19,0,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,0,Raymond FINCH,male,0,51.5,0
1,RebHarms,1956-12-07 00:00:00,375,122,229,5.5,10.23,2013-04-25,370,de,Group of the Greens/European Free Alliance,3633,46.1,Germany,2.68,700,Rebecca HARMS,female,0,5.5,904
0,,1951-12-18 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),9107,46.1,Germany,4.14,0,Reimer BÖGE,male,0,7.5,0
1,bueti,1953-01-26 00:00:00,75,122,123,5.5,10.23,2009-02-11,73,de,Group of the Greens/European Free Alliance,1813,46.1,Germany,2.68,489,Reinhard BÜTIKOFER,male,0,5.5,701
0,SernagiottoRemo,1955-09-01 00:00:00,0,99,18,4.18,23.75,2012-04-13,0,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,22.47,89,Remo SERNAGIOTTO,male,1,7.5,25
1,Renata_Briano,1964-02-23 00:00:00,68,99,181,4.18,23.75,2012-01-11,68,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,324,Renata BRIANO,female,1,8.5,217
0,,1958-09-10 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),5460,46.1,Germany,4.14,0,Renate SOMMER,female,0,7.5,0
0,renateweber,1955-08-03 00:00:00,1,55,0,3.95,23.48,2009-05-07,1,ro,Group of the European People's Party (Christian Democrats),2395,39.8,Romania,-3.6,1,Renate WEBER,female,0,7.5,0
1,renatosoru,1957-08-06 00:00:00,6,99,6,4.18,23.75,2009-11-28,3,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,70,Renato SORU,male,1,8.5,249
0,RenaudMuselier,1959-05-06 00:00:00,24,107,125,5.09,21.89,2010-09-02,7,fr,Group of the European People's Party (Christian Democrats),0,40.9,France,9.08,407,Renaud MUSELIER,male,0,7.5,410
1,,1954-10-11 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Portugal,-6.28,0,Ricardo SERRÃO SANTOS,male,0,8.5,0
0,RichardAshMEP,1947-09-17 00:00:00,2,109,2,5.54,19.93,2012-11-02,1,en,European Conservatives and Reformists Group,3633,40.4,United Kingdom,8.69,16,Richard ASHWORTH,male,0,13.5,6
1,RCorbettMEP,1955-01-06 00:00:00,159,109,319,5.54,19.93,2013-04-12,105,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4585,40.4,United Kingdom,-9.34,884,Richard CORBETT,male,0,8.5,1143
1,richardhowitt,1961-04-05 00:00:00,182,109,180,5.54,19.93,2010-08-19,128,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,7287,40.4,United Kingdom,-9.34,777,Richard HOWITT,male,0,8.5,1179
1,SulikRichard,1968-01-12 00:00:00,0,75,0,4.12,11.39,2012-09-24,0,sk,Group of the Alliance of Liberals and Democrats for Europe,0,39.2,Slovakia,-7.69,64,Richard SULÍK,male,1,11.5,13
0,rikke_karlsson,1965-04-29 00:00:00,0,124,0,5.5,7.43,2013-01-23,0,da,European Conservatives and Reformists Group,0,41.6,Denmark,-15.38,0,Rikke KARLSSON,female,1,13.5,0
1,rinakari,1985-02-15 00:00:00,65,124,35,5.5,7.43,2009-04-15,64,da,Confederal Group of the European United Left - Nordic Green Left,146,41.6,Denmark,-7.69,186,Rina Ronja KARI,female,1,20.5,121
0,,1962-05-17 00:00:00,0,67,0,4.24,11.03,,0,pl,Non-attached Members,0,39.5,Poland,-7.84,0,Robert Jarosław IWASZKIEWICZ,male,1,,0
1,robertrochefort,1955-09-19 00:00:00,7,107,44,5.09,21.89,2009-10-22,2,fr,Group of the Alliance of Liberals and Democrats for Europe,1813,40.9,France,-1.13,197,Robert ROCHEFORT,male,0,11.5,200
0,RobertaMetsola,1979-01-18 00:00:00,42,86,276,4.96,23.84,2009-07-08,23,mt,Group of the European People's Party (Christian Democrats),432,40.9,Malta,-10,563,Roberta METSOLA,female,1,7.5,778
1,gualtierieurope,1966-07-19 00:00:00,1,99,43,4.18,23.75,2010-01-09,1,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.5,Italy,-13.3,137,Roberto GUALTIERI,male,1,8.5,540
0,robertszile,1958-06-20 00:00:00,9,64,21,4.58,21.1,2010-01-14,4,lv,European Conservatives and Reformists Group,3633,41.4,Latvia,0,58,Roberts ZĪLE,male,1,13.5,130
0,RogerHelmerMEP,1944-01-25 00:00:00,134,109,175,5.54,19.93,2010-01-27,133,en,Europe of freedom and direct democracy Group,5460,40.4,United Kingdom,-14.82,876,Roger HELMER,male,0,51.5,5111
0,RolandasPaksas,1956-06-10 00:00:00,0,73,0,4.78,19.2,2011-05-25,0,lt,Europe of freedom and direct democracy Group,1813,41.2,Lithuania,-1.52,0,Rolandas PAKSAS,male,1,51.5,0
0,RomanaTomc,1965-11-02 00:00:00,3,82,3,4.6,20.38,2011-10-24,3,sl,Group of the European People's Party (Christian Democrats),0,43.5,Slovenia,-8.93,24,Romana TOMC,female,1,7.5,62
0,r_czarnecki,1969-03-30 00:00:00,2,99,11,4.18,23.75,2009-09-25,2,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,270,Rosa D'AMATO,female,1,51.5,102
0,,1965-10-21 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,0,Rosa ESTARÀS FERRAGUT,female,0,7.5,0
0,rozathun,1954-04-13 00:00:00,103,67,61,4.24,11.03,2011-04-18,92,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,14.71,275,Róża Gräfin von THUN UND HOHENSTEIN,female,1,7.5,527
0,RuzaTomasic,1958-05-10 00:00:00,21,61,26,4.34,26.82,2013-06-30,21,hr,European Conservatives and Reformists Group,365,42.1,Croatia,-9.09,142,Ruža TOMAŠIĆ,female,1,13.5,406
0,,1949-12-24 00:00:00,0,67,0,4.24,11.03,,0,pl,European Conservatives and Reformists Group,1813,39.5,Poland,-3.33,0,Ryszard Antoni LEGUTKO,male,1,13.5,0
0,r_czarnecki,1963-01-25 00:00:00,2,67,11,4.24,11.03,2009-09-25,2,pl,European Conservatives and Reformists Group,3633,39.5,Poland,-3.33,483,Ryszard CZARNECKI,male,1,13.5,290
1,,1955-11-30 00:00:00,0,122,0,5.5,10.23,,0,de,Confederal Group of the European United Left - Nordic Green Left,1813,46.1,Germany,0.79,0,Sabine LÖSING,female,0,20.5,0
0,sabineverheyen,1964-10-24 00:00:00,12,122,49,5.5,10.23,2014-06-13,1,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,4.14,124,Sabine VERHEYEN,female,0,7.5,44
0,SHKMEP,1970-07-11 00:00:00,286,109,640,5.54,19.93,2010-09-20,260,en,European Conservatives and Reformists Group,3633,40.4,United Kingdom,8.69,1331,Sajjad KARIM,male,0,13.5,1074
0,SalvoCicu,1957-09-03 00:00:00,26,99,230,4.18,23.75,2011-09-25,17,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,22.47,356,Salvatore CICU,male,1,7.5,247
